,DRUG_ID,DRUG_NAME,DISEASES,PHASE
436,D00JJG,RAP101,Human immunodeficiency virus infection , Phase 2
437,D00JJW,RH 1,Discovery agent , Phase 1
438,D00JJZ,LaViv,Multiple sclerosis , Phase 3
439,D00JKJ,HS-P1,Pancreatic cancer , Investigative
440,D00JME,SMT-14400,Allergy , Investigative
441,D00JMG,HRA-081035,Contraception , Investigative
442,D00JMY,AMP-224,Solid tumour/cancer , Phase 1
443,D00JMY,AMP-224,Colorectal cancer , Phase 1
444,D00JNL,Tenilsetam,Alzheimer disease , Terminated
445,D00JNT,HCV-086,Hepatitis virus infection , Discontinued in Phase 1
446,D00JQA,Benzimidazole derivative 3,Albinism , Patented
447,D00JQA,Benzimidazole derivative 3,Ephelides , Patented
448,D00JQA,Benzimidazole derivative 3,Menkes disease , Patented
449,D00JQA,Benzimidazole derivative 3,Senile lentigines , Patented
450,D00JQA,Benzimidazole derivative 3,Melasma , Patented
451,D00JQE,BAY-60-5521,Arteriosclerosis , Phase 1
452,D00JQQ,RX-465,Sarcoma , Terminated
453,D00JRA,Asenapine,Schizophrenia , Approved
454,D00JRD,PGF2ALPHA-IE,Glaucoma/ocular hypertension , Phase 3
455,D00JRS,Lopinavir,Human immunodeficiency virus infection , Approved
456,D00JRS,Lopinavir,Severe acute respiratory syndrome (SARS) , Preclinical
457,D00JRS,Lopinavir,Middle East Respiratory Syndrome (MERS) , Preclinical
458,D00JSG,Fluoratec,Attention deficit hyperactivity disorder , Terminated
459,D00JVC,ATB-429,Inflammatory bowel disease , Investigative
460,D00JVR,Azelastine,Allergic conjunctivitis , Approved
461,D00JWL,LEX-028,Inflammation , Terminated
462,D00JWN,Allogeneic human dental pulp stem cells,Coronavirus Disease 2019 (COVID-19) , Phase 1/2
463,D00JXV,INCB-10820,Inflammation , Investigative
464,D00JZD,GSK2321138A,Influenza virus infection , Phase 3
465,D00JZS,Anti-FGFR1 mab program,Solid tumour/cancer , Investigative
466,D00JZX,EP-012637,Asthma , Terminated
467,D00KCR,Enkastim-iv,Solid tumour/cancer , Investigative
468,D00KDQ,Anti-CEA CAR-T cells,Colorectal cancer , Phase 1
469,D00KDQ,Anti-CEA CAR-T cells,Gastric adenocarcinoma , Phase 1
470,D00KDQ,Anti-CEA CAR-T cells,Pancreatic cancer , Phase 1
471,D00KDQ,Anti-CEA CAR-T cells,Peritoneal metastasis , Phase 1
472,D00KEF,Org-2766,Cognitive impairment , Discontinued in Phase 3
473,D00KFB,Dextromethorphan Polistirex,Dry cough , Approved
474,D00KGB,Abagovomab,Ovarian cancer , Phase 2/3
475,D00KGI,IVN-201,Allergy , Phase 1
476,D00KHD,TAK-128,Diabetic neuropathy , Phase 2
477,D00KHI,Anti-PSMA CAR-T cell therapy,Solid tumour/cancer , Phase 1
478,D00KHM,Pimozide,Schizophrenia , Approved
479,D00KIE,Ensaculin hydrochloride,Parkinson disease , Phase 2
480,D00KIU,MKC-242844,Lymphoma , Investigative
481,D00KJO,MUT-056399,Methicillin-resistant staphylococci infection , Preclinical
482,D00KKD,PMID26651364-Compound-5,Crohn disease , Patented
483,D00KKD,PMID26651364-Compound-5,Ulcerative colitis , Patented
484,D00KKD,PMID26651364-Compound-5,Urinary tract infection , Patented
485,D00KLH,KR-6346,Stomach ulcer , Terminated
486,D00KLP,Immune globulin + albumin,Alzheimer disease , Phase 3
487,D00KMI,CEP-37309,leukaemia , Investigative
488,D00KML,SYN004,Solid tumour/cancer , Phase 1
489,D00KMQ,OI362GT,Type-1/2 diabetes , Phase 1
490,D00KNI,BI-853520,Solid tumour/cancer , Phase 1
491,D00KOV,Monatepil maleate,Angina pectoris , Discontinued in Preregistration
492,D00KQN,PEGylated pitrakinra,Asthma , Phase 2
493,D00KQN,PEGylated pitrakinra,Allergy , Investigative
494,D00KQT,FR-129169,Arteriosclerosis , Terminated
495,D00KRE,Olsalazine,Ulcerative colitis , Approved
496,D00KRT,Indocyanine green,Gastrointestinal disease , Approved
497,D00KSU,MT-274,Bacterial infection , Investigative
498,D00KTN,PMID25666693-Compound-121,Osteoarthritis pain , Patented
499,D00KTN,PMID25666693-Compound-121,Cancer related pain , Patented
500,D00KTN,PMID25666693-Compound-121,Neuropathic pain , Patented
501,D00KTN,PMID25666693-Compound-121,Inflammatory pain , Patented
502,D00KTV,Salirasib,Lung cancer , Phase 2
503,D00KTV,Salirasib,Non-small-cell lung cancer , Discontinued in Phase 2
504,D00KTV,Salirasib,Pancreatic cancer , Discontinued in Phase 1/2
505,D00KUD,ADL 10-0101,Pain , Discontinued in Phase 2
506,D00KVE,Cutamesine,Major depressive disorder , Preclinical
507,D00KVO,Albendazole,Worm infection , Approved
508,D00KVX,LP-261,Solid tumour/cancer , Phase 1
509,D00KWA,Recainam,Heart arrhythmia , Terminated
510,D00KWF,PYN-9,Ileus , Preclinical
511,D00KXO,Ciraparantag,"Harmful effects of drugs, medicaments or biological substances ", Phase 2
512,D00KXQ,LF-13-0491c,Arteriosclerosis , Terminated
513,D00LAA,VA-118020,Respiratory disease , Investigative
514,D00LBD,Metazosin,Cardiac disease , Discontinued in Phase 3
515,D00LCT,Symakalim,Hypertension , Discontinued in Phase 1
516,D00LDI,UPA-targeted oncolytic Sendai virus,Solid tumour/cancer , Investigative
517,D00LFB,Ritodrine,Premature labour , Approved
518,D00LGA,NN-8226,Psoriasis vulgaris , Phase 2
519,D00LGR,TP-0903,Chronic lymphocytic leukaemia , Phase 1/2
520,D00LGR,TP-0903,Solid tumour/cancer , Phase 1
521,D00LHF,GS-9219,Solid tumour/cancer , Phase 1/2
522,D00LHI,BAY 794980,Discovery agent , Phase 2
523,D00LJF,INT0001/2004,Hypertension , Phase 2
524,D00LLI,Candistat-G,Candidiasis , Discontinued in Phase 2
525,D00LMA,Heteroaryl-carboxamide derivative 4,Solid tumour/cancer , Patented
526,D00LMA,Heteroaryl-carboxamide derivative 4,Metastatic cancer , Patented
527,D00LMR,AP-006,Pulmonary disease , Investigative
528,D00LMY,RO-5212651,Non-insulin dependent diabetes , Investigative
529,D00LNW,Selinexor,Multiple myeloma , Phase 3
530,D00LNW,Selinexor,Liposarcoma , Phase 3
531,D00LNW,Selinexor,Neuroendocrine cancer , Phase 3
532,D00LNW,Selinexor,Solid tumour/cancer , Phase 2
533,D00LNW,Selinexor,Diffuse large B-cell lymphoma , Phase 2
534,D00LNW,Selinexor,Acute myeloid leukaemia , Phase 2
535,D00LNW,Selinexor,Recurrent glioblastoma , Phase 2
536,D00LOB,RWJ-671818,Thrombosis , Phase 1
537,D00LPZ,Vapill,Diabetic complication , Investigative
538,D00LRP,PRS-080,Anaemia , Phase 1/2
539,D00LSD,SERX-1,Non-insulin dependent diabetes , Investigative
540,D00LSI,Vidofludimus,Inflammatory bowel disease , Phase 2
541,D00LSI,Vidofludimus,Rheumatoid arthritis , Phase 2
542,D00LSQ,PMID26815044-Compound-126,Albinism , Patented
543,D00LSQ,PMID26815044-Compound-126,Ephelides , Patented
544,D00LSQ,PMID26815044-Compound-126,Menkes disease , Patented
545,D00LSQ,PMID26815044-Compound-126,Senile lentigines , Patented
546,D00LSQ,PMID26815044-Compound-126,Melasma , Patented
547,D00LSW,VA-111913,Dysmenorrhea , Phase 2
548,D00LVA,Dianicline,Tobacco dependence , Discontinued in Phase 3
549,D00LWD,AF-3473,Neuropathic pain , Investigative
550,D00LWF,P-1075,Hypertension , Discontinued in Phase 2
551,D00LWR,BVT-A,Acromegaly , Preclinical
552,D00LWS,Ataprost,Asthma , Discontinued in Phase 3
553,D00LWX,Promegapoietin,Bone marrow transplantation , Terminated
554,D00LXB,Panaecin,Lung infection , Investigative
555,D00LXD,Omega interferon,Hepatitis C virus infection , Discontinued in Phase 2
556,D00LYE,GC-003,Neutropenia , Investigative
557,D00LYW,BW-1003C87,Cerebrovascular ischaemia , Terminated
558,D00LZM,CP1,Cough , Investigative
559,D00LZO,CZC-19091,Inflammation , Investigative
560,D00LZY,AA-184,Kidney injury , Investigative
561,D00MAM,AMG-JAK2-01,Myeloproliferative syndrome , Investigative
562,D00MAN,GRC-6211,Asthma , Phase 1
563,D00MBR,Iratumumab,Lymphoma , Phase 2
564,D00MBY,AAD-2004,Alzheimer disease , Phase 1
565,D00MCA,BB-PTH 1-84,Osteoporosis , Investigative
566,D00MCY,REC2615,Female sexual arousal dysfunction , Investigative
567,D00MDP,Prinomastat,Lung cancer , Approved
568,D00MDP,Prinomastat,Brain cancer , Discontinued in Phase 3
569,D00MET,Recombinant uteroglobin,Metastatic malignant neoplasm , Investigative
570,D00MEV,Sch-45752,Asthma , Terminated
571,D00MFA,Aspartame,Poison intoxication , Investigative
572,D00MFY,GPI-3000,Cerebrovascular ischaemia , Terminated
573,D00MGO,PMID28270021-Compound-WO2016054807Example1,Pruritus , Patented
574,D00MGO,PMID28270021-Compound-WO2016054807Example1,Solid tumour/cancer , Patented
575,D00MGO,PMID28270021-Compound-WO2016054807Example1,Chronic pain , Patented
576,D00MGO,PMID28270021-Compound-WO2016054807Example1,Neuropathic pain , Patented
577,D00MGO,PMID28270021-Compound-WO2016054807Example1,Thymic cancer , Patented
578,D00MHP,SR-2640,Asthma , Phase 2
579,D00MIF,JTP-4761,Hypertension , Terminated
580,D00MIN,Propylthiouracil,Hyperthyroidism , Approved
581,D00MIX,CP-114271,Obesity , Preclinical
582,D00MJI,Emactuzumab,Solid tumour/cancer , Phase 1
583,D00MLJ,Pyrazole derivative 61,Solid tumour/cancer , Patented
584,D00MLJ,Pyrazole derivative 61,Metastatic cancer , Patented
585,D00MLQ,Protosufloxacin,Bacterial infection , Terminated
586,D00MLW,Triheptanoin,Long-chain fatty acid oxidation disorder , Approved
587,D00MLW,Triheptanoin,Genetic epileptic syndromes with variable age of onset , Phase 3
588,D00MLX,Abacavir/dolutegravir/lamivudine,Human immunodeficiency virus infection , Phase 3
589,D00MMV,Enoticumab,Solid tumour/cancer , Discontinued in Phase 1
590,D00MNG,HIV gp41 vaccine,Human immunodeficiency virus infection , Phase 1
591,D00MPX,JX-1395,Solid tumour/cancer , Investigative
592,D00MQS,PD-165167,Schizophrenia , Preclinical
593,D00MRH,MDPTQ,leukaemia , Investigative
594,D00MSP,FR-149581,Hypertension , Terminated
595,D00MTG,SAR279356,Serious infection , Phase 2
596,D00MUC,CD19 CAR-T cells,Acute lymphoblastic leukaemia , Phase 1
597,D00MVK,Ro-48-8391,Bacterial infection , Terminated
598,D00MWE,UX-004,Lysosomal storage disease , Investigative
599,D00MXN,MK-3207,Migraine , Phase 2
600,D00MYQ,Protriptyline,Depression , Approved
601,D00MYT,Thiopental,Anaesthesia , Approved
602,D00MYW,NS-018,Myelofibrosis , Phase 1/2
603,D00MZC,LTX-100,Infectious disease , Investigative
604,D00MZK,FK-788,Hypertension , Phase 2
605,D00NAX,Promazine,Psychomotor agitation , Approved
606,D00NBF,GM06,Amyotrophic lateral sclerosis , Phase 2
607,D00NBJ,Remetinostat,Basal cell carcinoma , Phase 2
608,D00NBJ,Remetinostat,Cutaneous T-cell lymphoma , Phase 2
609,D00NBW,ONCOS-102,Colorectal cancer , Phase 1/2
610,D00NBW,ONCOS-102,Ovarian cancer , Phase 1/2
611,D00NBW,ONCOS-102,Melanoma , Phase 1
612,D00NBW,ONCOS-102,Solid tumour/cancer , Phase 1
613,D00NEL,BI-754091,Solid tumour/cancer , Phase 1
614,D00NEL,BI-754091,Advanced malignancy , Phase 1
615,D00NGN,Sabeluzole,Cerebrovascular ischaemia , Discontinued in Phase 3
616,D00NIV,ATYR-1920,Genetic disease , Investigative
617,D00NJE,SFc,Autoimmune diabetes , Investigative
618,D00NJJ,Mezlocillin,Urinary tract infection , Approved
619,D00NJL,Clofoctol,Bronchitis , Approved
620,D00NKB,Triamterene,Congestive heart failure , Approved
621,D00NKB,Triamterene,Edema , Approved
622,D00NKB,Triamterene,Hypertension , Approved
623,D00NNC,Etidronic acid,Paget's disease , Approved
624,D00NNI,ASP-3652,Overactive bladder , Phase 2
625,D00NOL,MK-0536,Human immunodeficiency virus infection , Investigative
626,D00NOP,OBP-401,Solid tumour/cancer , Preclinical
627,D00NOY,BetaRx,Type-1 diabetes , Investigative
628,D00NPE,MMP-408,Chronic obstructive pulmonary disease , Investigative
629,D00NPO,ABT-199,Chronic lymphocytic leukaemia , Phase 3
630,D00NPP,Zanamivir,Influenza virus infection , Approved
631,D00NPT,Minodronate,Osteoporosis , Approved
632,D00NSD,XL-820,Solid tumour/cancer , Phase 2
633,D00NSM,CM-GLP-1,Brain injury , Discontinued in Phase 1/2
634,D00NTR,Histoplasmin,Histoplasma infection , Approved
635,D00NTW,BIBR-363,Hypertension , Discontinued in Phase 2
636,D00NUG,Olokizumab,Rheumatoid arthritis , Phase 3
637,D00NUO,IDP-122,Plaque psoriasis , Application submitted
638,D00NVM,SNS-595,Acute myeloid leukaemia , Phase 3
639,D00NVM,SNS-595,Ovarian cancer , Phase 2
640,D00NVO,Flezelastine,Asthma , Phase 2
641,D00NVX,Forasartan,Hypertension , Approved
642,D00NWT,GR-213487,Cystic fibrosis , Discontinued in Phase 2
643,D00NWV,Ypeginterferon alfa-2a,Hepatitis B virus infection , Phase 3
644,D00NXM,GSK-2251052,Urinary tract infection , Phase 2
645,D00NXT,Xmab 5871,Autoimmune diabetes , Phase 2
646,D00NXT,Xmab 5871,IgG4 related disease , Phase 2
647,D00NXT,Xmab 5871,Systemic lupus erythematosus , Phase 2
648,D00NXT,Xmab 5871,Rheumatoid arthritis , Phase 1/2
649,D00NYJ,Varlitinib,Metastatic biliary tract neoplasms , Phase 2/3
650,D00NYJ,Varlitinib,Breast cancer , Phase 1/2
651,D00NYL,AAV2/8-CBA-hSMN1,Spinal muscular atrophy , Investigative
652,D00NZL,LY2603618,Pancreatic cancer , Phase 2
653,D00OAB,APX-007,Bone metastases , Investigative
654,D00OAU,GW-328267,Allergic rhinitis , Phase 1
655,D00OAY,Lenampicillin hci,Bacterial infection , Approved
656,D00OCB,CCT-018159,Solid tumour/cancer , Preclinical
657,D00ODY,PMID25666693-Compound-95,Osteoarthritis pain , Patented
658,D00ODY,PMID25666693-Compound-95,Cancer related pain , Patented
659,D00ODY,PMID25666693-Compound-95,Neuropathic pain , Patented
660,D00ODY,PMID25666693-Compound-95,Inflammatory pain , Patented
661,D00OEG,RhTPO,Idiopathic thrombocytopenic purpura , Discontinued in Phase 3
662,D00OFV,Asperlicin,Gastrointestinal disease , Investigative
663,D00OGX,Anapsos,Atopic dermatitis , Approved
664,D00OHP,PRO-GR-300,Fibrosis , Investigative
665,D00OJL,QBP1 mimetics,Huntington disease , Investigative
666,D00OKK,PC4708,Bacterial infection , Investigative
667,D00OLY,PMID25666693-Compound-149,Osteoarthritis pain , Patented
668,D00OLY,PMID25666693-Compound-149,Cancer related pain , Patented
669,D00OLY,PMID25666693-Compound-149,Neuropathic pain , Patented
670,D00OLY,PMID25666693-Compound-149,Inflammatory pain , Patented
671,D00OMJ,SJ-BRV,Obesity , Investigative
672,D00ONE,CWF-0710,Asthma , Investigative
673,D00OON,CAB-AXL-ADC,Solid tumour/cancer , Phase 1/2
674,D00OOZ,E-7107,Solid tumour/cancer , Phase 1
675,D00OPX,Fostamatinib disodium,Thrombocytopenia , Phase 3
676,D00ORZ,BMS-824393,Hepatitis C virus infection , Phase 2
677,D00OTH,P-979,Inflammation , Investigative
678,D00OTL,Vernakalant,Atrial fibrillation , Phase 3
679,D00OTM,LY3022855,Solid tumour/cancer , Phase 1
680,D00OTQ,Proximab,Inflammatory bowel disease , Investigative
681,D00OTT,ISIS 1570,Lleum inflammation , Approved
682,D00OVC,EVT-201,Insomnia , Phase 2
683,D00OVE,PF-06650808,Solid tumour/cancer , Phase 1
684,D00OVU,Suvorexant,Insomnia , Approved
685,D00OWU,RBP-8000,Cocaine addiction , Phase 2
686,D00OXP,Bb21217,Multiple myeloma , Phase 1
687,D00OYC,Motolimid,Ovarian cancer , Phase 2
688,D00OYQ,Imisopasem manganese,Pain , Phase 2
689,D00OZC,THX-TS01,Tourette syndrome , Phase 3
690,D00PBI,SUVN-501,Neurological disorder , Investigative
691,D00PBS,Allogeneic NK cells,Coronavirus Disease 2019 (COVID-19) , Phase 1/2
692,D00PBX,GDC-0199,Chronic lymphocytic leukaemia , Approved
693,D00PBX,GDC-0199,Solid tumour/cancer , Approved
694,D00PDG,CORT-108297,Weight gain , Discontinued in Phase 1/2
695,D00PDQ,Kuzbanian,Solid tumour/cancer , Investigative
696,D00PEH,Eltrombopag,Thrombocytopenia , Approved
697,D00PEH,Eltrombopag,Idiopathic thrombocytopenic purpura , Phase 3
698,D00PEN,MGD007,Colorectal cancer , Phase 1/2
699,D00PEN,MGD007,Metastatic colorectal cancer , Phase 1
700,D00PFW,AZD4818,Chronic obstructive pulmonary disease , Discontinued in Phase 2
701,D00PGA,ALS-AAV9,Motor neurone disease , Investigative
702,D00PGF,RV-1088,Asthma , Investigative
703,D00PHK,Carboxylic acid derivative 1,Neoplasm , Patented
704,D00PHK,Carboxylic acid derivative 1,Angiogenesis disorder , Patented
705,D00PIE,Banoxantrone,Acute lymphoblastic leukaemia , Discontinued in Phase 1
706,D00PJJ,FK-614,Type-2 diabetes , Phase 2
707,D00PJK,SRI-21009,Solid tumour/cancer , Investigative
708,D00PJY,Prosorba,Breast cancer , Approved
709,D00PLV,Nitroprusside,Hypertension , Approved
710,D00PLX,MystiLol,Glaucoma/ocular hypertension , Investigative
711,D00PMA,CL-246738,Immune System disease , Discontinued in Phase 2
712,D00PMB,VGX-3100,Cervical Intraepithelial neoplasia , Phase 3
713,D00PMB,VGX-3100,Dysplasia , Phase 3
714,D00PMB,VGX-3100,Human papillomavirus infection , Phase 2
715,D00PMB,VGX-3100,Vulvar squamous intraepithelial lesion , Phase 2
716,D00PMB,VGX-3100,Vulvar intraepithelial neoplasia , Phase 2
717,D00PNU,TGN-1412,Autoimmune diabetes , Discontinued in Phase 1
718,D00POS,DL-017,Hypertension , Phase 1
719,D00PPV,Siderophore-conjugated monocarbams,Bacterial infection , Terminated
720,D00PQS,NE-2,Pain , Investigative
721,D00PRI,Edetate calcium disodium,Toxicity , Approved
722,D00PSG,NOX-100,Hypotension , Phase 2
723,D00PTZ,Dasiprotimut-T,Lymphoma , Phase 3
724,D00PUT,BT-016,Rheumatoid arthritis , Phase 2
725,D00PXQ,Fananserin,Schizophrenia , Terminated
726,D00PYP,NBI-37582,Depression , Terminated
727,D00PYP,NBI-37582,Anxiety disorder , Terminated
728,D00PZH,AC-187,Type-2 diabetes , Terminated
729,D00PZK,APD-405,Vomiting , Discontinued in Phase 2
730,D00QAQ,Terpenoid schweinfurthins,Solid tumour/cancer , Investigative
731,D00QAX,PF-708093,Bacterial infection , Preclinical
732,D00QBV,DD7,Acute respiratory distress syndrome , Investigative
733,D00QBV,DD7,Myocardial reperfusion injury , Investigative
734,D00QBV,DD7,Sepsis , Investigative
735,D00QCB,SRI-62-834,Solid tumour/cancer , Discontinued in Phase 2
736,D00QCV,MG-401,Solid tumour/cancer , Investigative
737,D00QCX,SCP-123,Pain , Investigative
738,D00QDJ,Trametinib,Metastatic melanoma , Approved
739,D00QDJ,Trametinib,Severe acute respiratory syndrome (SARS) , Investigative
740,D00QDJ,Trametinib,Middle East Respiratory Syndrome (MERS) , Investigative
741,D00QEP,Inotuzumab ozogamicin,Acute lymphocytic leukaemia , Approved
742,D00QEP,Inotuzumab ozogamicin,Acute lymphoblastic leukaemia , Approved
743,D00QET,Montelukast,Asthma , Approved
744,D00QEZ,PMID25666693-Compound-60,Osteoarthritis pain , Patented
745,D00QEZ,PMID25666693-Compound-60,Cancer related pain , Patented
746,D00QEZ,PMID25666693-Compound-60,Neuropathic pain , Patented
747,D00QEZ,PMID25666693-Compound-60,Inflammatory pain , Patented
748,D00QFV,GR-DD1,Liver cancer , Investigative
749,D00QFY,YM533,Chronic renal failure , Discontinued in Phase 3
750,D00QGB,O-2442,Cocaine addiction , Investigative
751,D00QGV,Human interferon alpha oral,Hepatitis C virus infection , Phase 2
752,D00QHT,AK-295,Cerebral infarction , Terminated
753,D00QIJ,Huntingtin gene antisense,Huntington disease , Preclinical
754,D00QIK,PS-519,Ischemia-reperfusion injury , Terminated
755,D00QJL,Influvac TC,Influenza virus infection , Phase 3
756,D00QKI,SCH-527123,Inflammatory bowel disease , Phase 2
757,D00QKI,SCH-527123,Ulcerative colitis , Phase 2
758,D00QKI,SCH-527123,Chronic obstructive pulmonary disease , Phase 2
759,D00QKI,SCH-527123,Solid tumour/cancer , Phase 1
760,D00QKL,T2c-003,Diabetic neuropathy , Phase 1/2
761,D00QKS,BMS-954561,Diabetic neuropathy , Phase 2
762,D00QLG,Lovaxin M,Melanoma , Investigative
763,D00QNW,Laropiprant/niacin/ simvastatin combination,Hyperlipidaemia , Phase 3
764,D00QOF,ORG-13011,Psychotic disorder , Phase 2
765,D00QOF,ORG-13011,Anxiety disorder , Phase 2
766,D00QOF,ORG-13011,Major depressive disorder , Application submitted
767,D00QOG,F-2833,Arteriosclerosis , Terminated
768,D00QOH,OCT-SG815,Arthritis , Investigative
769,D00QOJ,99mTc-RP-128,Diagnostic imaging , Phase 2
770,D00QTA,A-058,Hepatitis C virus infection , Investigative
771,D00QTL,MDDR 184045,Mycobacterium infection , Investigative
772,D00QTU,TH-1320,Solid tumour/cancer , Investigative
773,D00QUJ,AM-3005,Gram-positive bacterial infection , Investigative
774,D00QUZ,TTP-814,Diabetic complication , Phase 1/2
775,D00QVT,ATN-161,Renal cell carcinoma , Phase 2
776,D00QVY,Resorcinol compound 23,Albinism , Patented
777,D00QVY,Resorcinol compound 23,Ephelides , Patented
778,D00QVY,Resorcinol compound 23,Menkes disease , Patented
779,D00QVY,Resorcinol compound 23,Senile lentigines , Patented
780,D00QVY,Resorcinol compound 23,Melasma , Patented
781,D00QWK,CLL1-specific gene-engineered T cells,Acute myeloid leukaemia , Phase 1/2
782,D00QWU,BMS-779788,Arteriosclerosis , Phase 1
783,D00QXB,WT1 peptide vaccine,leukaemia , Phase 2
784,D00QXV,BMS-181101,Mood disorder , Discontinued in Phase 2
785,D00QZJ,Growth hormone,Growth hormone deficiency , Investigative
786,D00RAM,Bone Marrow-Derived Mesenchymal Stem Cells,Coronavirus Disease 2019 (COVID-19) , Phase 1/2
787,D00RCI,Teduglutide,Short bowel syndrome , Approved
788,D00RDI,OPN-401,Inflammation , Investigative
789,D00RDO,PMID26651364-Compound-116,Crohn disease , Patented
790,D00RDO,PMID26651364-Compound-116,Ulcerative colitis , Patented
791,D00RDO,PMID26651364-Compound-116,Urinary tract infection , Patented
792,D00RFZ,PSI-6130,Hepatitis C virus infection , Terminated
